title,link,snippet
Molecules | Free Full-Text | Developments toward the ...,https://www.mdpi.com/1420-3049/25/20/4706,"This work demonstrates the feasibility to produce 44Sc with high yields and radionuclidic purity using a medical cyclotron, equipped with a commercial solid ..."
A facility for radiation hardness studies based on the Bern medical ...,https://arxiv.org/abs/1803.01939,"Mar 5, 2018 ... The focus of this paper is a new irradiation facility based on the medical cyclotron located at the Bern University Hospital (Insespital), ..."
Instruments | Free Full-Text | Medical Cyclotron Solid Target ...,https://www.mdpi.com/2410-390X/3/1/21,"Medical Cyclotron Solid Target Preparation by Ultrathick Film Magnetron Sputtering Deposition · Legnaro National Laboratories, Italian National Institute for ..."
A facility for radiation hardness studies based on a medical cyclotron,https://arxiv.org/abs/2201.04176,"Jan 11, 2022 ... In this article, we present a versatile installation based on a medical cyclotron located at the Bern University Hospital (Inselspital), ..."
Variable Energy Cyclotron Centre: Home,https://www.vecc.gov.in/,"Thallium-201 radioisotope has been successfully produced on 25/01/2021, for the first time in India at VECC Medical Cyclotron Facility by BRIT from ..."
Alternative routes for 64Cu production using an 18 MeV medical ...,https://www.sciencedirect.com/science/article/pii/S0969804322004031,Measurement of 64Cu cross sections by irradiating 65Cu and 67Zn targets. •. Measurements performed using an 18 MeV medical cyclotron and a beam transfer ...
Research: The Bern medical cyclotron and its beam line ...,https://www.lhep.unibe.ch/research/medical_applications/facility/index_eng.html,The Bern medical cyclotron and its beam line. The Bern cyclotron laboratory features: Cyclotron: IBA Cyclone 18/18; Proton beams at 18 MeV; Current from few ...
Cost analyses of positron emission tomography for clinical use,https://www.ajronline.org/doi/pdf/10.2214/ajr.141.5.1073,this development since the installation of a medical cyclotron in 1963 and the first prototype diagnostic unit (PET I) [1] in 1973.
The National Medical Cyclotron - An Australian Experience in ...,https://www.osti.gov/etdeweb/servlets/purl/611850,"The establishment of the National Medical Cyclotron (NMC) in the early 1990's was the practical outcome of a vision, held by nuclear medicine professionals, ..."
National medical cyclotron | ARPANSA,https://www.arpansa.gov.au/regulation-and-licensing/regulation/about-regulatory-services/who-we-regulate/major-facilities/decommissioning-of-national-medical-cyclotron,The National Medical Cyclotron ceased operations in October 2009 after producing medical isotopes for application in nuclear medicine for a period of about 20 ...
Cyclotrons Operated for Nuclear Medicine and ... - Frontiers,https://www.frontiersin.org/articles/10.3389/fnume.2022.850414/full,"Feb 14, 2022 ... ... regional access to a (medical) cyclotron is required in view of the short half-lives of clinically relevant radionuclides (11–13)."
Review on Production of 89Zr in a Medical Cyclotron for PET ...,https://tech.snmjournals.org/content/41/1/35,"Mar 1, 2013 ... Review on Production of 89Zr in a Medical Cyclotron for PET Radiopharmaceuticals. Azahari Kasbollah, Peter Eu, Simon Cowell and Pradip Deb."
Production of copper-64 and gallium-68 with a medical cyclotron ...,https://www.worldscientific.com/doi/10.1142/S0217732317400132,This work describes the production of two clinically relevant metal radioisotopes 64Cu and 68Ga with a medical cyclotron by the irradiation of liquid ...
New cyclotron at UChicago jump starts imaging research ...,https://www.uchicagomedicine.org/forefront/research-and-discoveries-articles/new-cyclotron-at-uchicago-jump-starts-imaging-research,"Dec 6, 2016 ... The 18 MeV IBA Cyclone is the only operational, academic medical cyclotron in Illinois. After nearly two decades, the University of Chicago ..."
Transportation of short‐lived positron emitters from a medical ...,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1118/1.595290,Transportation of short‐lived positron emitters from a medical cyclotron to a remote imaging suite · Related · Information.
MEDICAL CYCLOTRON FACILITIES,https://inis.iaea.org/collection/NCLCollectionStore/_Public/17/019/17019278.pdf,"Australian and New Zealand Association of. Physicians in Nuclear Medicine. Dr J. Bonnyman, Australian Radiation Laboratory. Page 5. m MEDICAL CYCLOTRON ..."
Medical Cyclotron Market – Global Industry Trends and Forecast to ...,https://www.databridgemarketresearch.com/reports/global-medical-cyclotron-market,"Global Medical Cyclotron Market, By Type (Ring Cyclotron, Azimuthally Varying Field (AVF) Cyclotron), Product (Cyclotron 10-12 MeV, Cyclotron 16-18 MeV, ..."
Medical Cyclotron Market Industry Share & Trends – 2032,https://www.futuremarketinsights.com/reports/medical-cyclotron-market,"[323 Pages Report] Medical Cyclotron Market reached a valuation of US$ 205.3 Mn in 2022 and expected to reach US$ 562.4 Mn in 2032, at a 9.6% CAGR | as per ..."
"Medical Cyclotron Market Size, Share, Growth | Report 2022, 28",https://www.theinsightpartners.com/reports/medical-cyclotron-market,"Medical Cyclotron Market Forecast to 2028 - COVID-19 Impact and Global Analysis By Type [Ring Cyclotron, and Azimuthally Varying Field (AVF)], ..."
Medical Cyclotron Market | Regional Forecast to 2031 - MarketWatch,https://www.marketwatch.com/press-release/medical-cyclotron-market-regional-forecast-to-2031-2023-04-13,"4 days ago ... Apr 13, 2023 (The Expresswire) -- The latest market research report on the Global ""Medical Cyclotron Market"" is segmented by Regions, ..."
"Medical Cyclotron: Market Insights, Growth, share & Forecast 2028",https://www.researchnester.com/reports/medical-cyclotron-market/1112,"Feb 7, 2023 ... The Medical Cyclotron Market business intelligence report will represent the analysis of all the segments with the market data from 2020 to ..."
"PET Centers, Hospitals Across State Join with UAMS to Bring ...",https://news.uams.edu/2003/03/03/pet-centers-hospitals-across-state-join-with-uams-to-bring-medical-cyclotron-needed-isotopes-to-arkansas-baptist-health-st-bernards-st-josephs-pet-among-partners/,"Mar 3, 2003 ... With the new, on-site medical cyclotron, UAMS will be able to produce and supply FDG to other PET facilities in Arkansas."
Production of novel diagnostic radionuclides in small medical ...,https://ejnmmipharmchem.springeropen.com/articles/10.1186/s41181-018-0038-z,"Feb 20, 2018 ... This review presented the developments in small medical cyclotron production of radionuclides used for diagnostics over the past few years ( ..."
ISO/CD 8939 - Decommissioning of medical cyclotron - ISO,https://www.iso.org/standard/83399.html,Decommissioning of medical cyclotron. Abstract. This document specifies the suitable procedures and methods for the decommissioning of cyclotrons ...
New radio-pharmacy streamlines access to medical procedures ...,https://msutoday.msu.edu/news/2011/new-radio-pharmacy-streamlines-access-to-medical-procedures,"Jul 21, 2011 ... MSU's medical cyclotron has been operating for seven years and enables clinicians at the MSU HealthTeam to provide on-site PET scans, Cooper ..."
Robert Emery - Director - UW Medical Cyclotron Facility - UW ...,https://www.linkedin.com/in/emeryrobert,"Provide technical direction, oversight, and financial management for the University of Washington Medical Cyclotron Facility."
Medical cyclotron: Operational aspects and its clinical utility Kumar ...,https://www.jigims.co.in/article.asp?issn=2394-9031;year=2022;volume=8;issue=1;spage=10;epage=15;aulast=Kumar,The objective of this article is to educate the new generation of physicians and share the knowledge of medical cyclotron and its integrity mainly among our ...
Medical Cyclotron Market Size | Growth Industry Analysis Report 2026,https://www.technavio.com/report/medical-cyclotron-market-industry-analysis,Medical cyclotron market size is estimated to grow by USD 64.27 million from 2022 to 2026 at a CAGR of 6% with the cyclotron less than 20 MeV having largest ...
Instruments and methods for theranostic radioisotope production at ...,https://iopscience.iop.org/article/10.1088/1742-6596/2374/1/012179/meta,"A research program is ongoing at the 18 MeV Bern medical cyclotron, equipped with a solid target station and a 6 m long beam transfer line ending in a separate ..."
Developing the smallest possible medical cyclotron - CERN Bulletin,http://cds.cern.ch/journal/CERNBulletin/2011/45/News%20Articles/1394584,"Nov 7, 2011 ... Imagine a portable medical cyclotron operated in a conventional radioactive facility at a hospital. Imagine a nurse or technician switching ..."
"30 MeV Medical Cyclotron Facility at VECC, Kolkata",https://www.tifr.res.in/~ipa1970/news/2020/OctDec/11_A8_S_Som.pdf,"30 MeV Medical Cyclotron Facility at VECC, Kolkata. Sumit Som. On behalf of the Medical Cyclotron Team. Variable Energy Cyclotron Centre (VECC), ..."
"Medical Cyclotron Market Size, Share, Report and Forecast 2022 ...",https://www.imarcgroup.com/medical-cyclotron-market,"According to IMARC latest report, The global medical cyclotron market reached a value of US$ 192.6 Million in 2021. The market expects to reach US$ 323.7 ..."
Accelerator and detector physics at the Bern medical cyclotron and ...,https://scholar.harvard.edu/knesteruk/publications/accelerator-and-detector-physics-bern-medical-cyclotron-and-its-beam,"Accelerator and detector physics at the Bern medical cyclotron and its beam transport line. Citation: Martin Auger, Saverio Braccini, Antonio Ereditato, Marcel ..."
UW Medical Cyclotron Facility,https://www.ptcog-na.org/ptcog-na-2021/uw-medical-cyclotron-facility,"Sep 20, 2021 ... UW Medical Cyclotron Facility Tour provided by onsite staff; PTCOG-NA RB Optimization Workshop. Onsite food and beverage - lunch; Note anyone ..."
Top Cyclotron Manufacturers in the World,https://www.reportsanddata.com/blog/top-cyclotron-manufacturers-in-the-world,"Hospitals, specialized clinics, pharmaceutical companies, and others make up the other segment. As a result, medical cyclotron machines are becoming ..."
Accelerator Facilities | NIDC: National Isotope Development Center,https://www.isotopes.gov/accelerator-facilities,"In 2016, research staff at the University of Washington's (UW's) Medical Cyclotron Facility began routinely producing radioisotopes for the DOE IP, ..."
Global Medical Cyclotron Market 2020-2024 | Evolving ...,https://www.businesswire.com/news/home/20191127005111/en/Global-Medical-Cyclotron-Market-2020-2024-Evolving-Opportunities-with-ALCEN-and-Ebco-Industries-Ltd.-Technavio,"Nov 27, 2019 ... Technavio has been monitoring the global medical cyclotron market and the market is poised to grow by USD 55 million during 2020-2024 at a ..."
Nuclear Medicine/Biomedical Imaging Research Core (BICOR),https://www.brighamandwomens.org/radiology/research/nuclear-medicine-biomedical-imaging-research-core-bicor,"The facility includes a medical cyclotron, radiotracer processing facilities which meet the requirements of current good manufacturing practices (cGMP), ..."
Australian Physicians Urge Government to Establish National ...,https://jnm.snmjournals.org/content/26/10/1108,"Oct 1, 1985 ... Australian Physicians Urge Government to Establish National Medical Cyclotron. Journal of Nuclear Medicine October 1985, 26 (10) 1108;."
Worldwide Medical Cyclotron Industry to 2027 - Featuring,https://www.globenewswire.com/en/news-release/2022/06/22/2467135/28124/en/Worldwide-Medical-Cyclotron-Industry-to-2027-Featuring-Advanced-Cyclotron-Systems-Alcen-and-Best-Medical-International-Among-Others.html,"Jun 22, 2022 ... Dublin, June 22, 2022 (GLOBE NEWSWIRE) -- The ""Medical Cyclotron Market: Global Industry Trends, Share, Size, Growth, Opportunity and ..."
Remediation Services for Medical Cyclotron Transportation - Rowe ...,https://rowetransfer.com/work-for-rowe-transfer-copy/,"Remediation Services for Medical Cyclotron Transportation. by Rowe Transfer Team Member | Jan 14, 2019 | Rigging, Transportation. Rowe Transfer rigging job, ..."
Radiation safety issues relevant to radioisotope production medical ...,http://ieeexplore.ieee.org/document/7323281,"Hence, radiation safety is imperative to safe and reliable operation of medical cyclotron facilities. This report presents two different approaches to ..."
"Medical Cyclotron Market Size, Share, Trends, Growth, Report 2022 ...",https://www.biospace.com/article/medical-cyclotron-market-size-share-trends-growth-report-2022-2030/,"Jul 22, 2022 ... Global Medical Cyclotron market size is expected to be worth around US$ 384.3 million by 2030 from valued at US$ 218.2 million in 2020 and ..."
Global Medical Cyclotron Market 2026 - Industry Analysis Report,https://marketresearch.biz/report/medical-cyclotron-market/,"Medical Cyclotron Market register significant growth over the forecast period, due to rising prevalence of cancer among individuals across the globe, ..."
Cyclotron Lab,https://radiology.med.hku.hk/en/Research-Services/Cyclotron,"Sumitomo HM-12S Medical Cyclotron · Dual Particle Acceleration: Proton acceleration for F-18, N-13 and C-11 by energy at 12 MeV and Deuteron Acceleration for O- ..."
"Medical Cyclotron Market Share & Trends Report, 2018-2025",https://www.grandviewresearch.com/industry-analysis/medical-cyclotron-market,The global medical cyclotron market is anticipated to witness decent growth over the forecast period. The increasing prevalence of cancer and surging demand ...
"DAE India on Twitter: ""A special film on #VECC Medical Cyclotron ...",https://twitter.com/DAEIndia/status/1505444148610203648?lang=en,"Mar 20, 2022 ... A special film on #VECC Medical Cyclotron Facility - Watch it on DD Bangla today at 06:30 P.M. Image: The Medical Cyclotron Facility at ..."
Medical Cyclotron Facility (01810870) | IAEA Director Genera… | Flickr,https://www.flickr.com/photos/iaea_imagebank/24601365544,IAEA Director General Yukiya Amano tours the Medical Cyclotron Facility at the National Kidney Transplant Institute during his official visit to the ...
Duke University Job Descriptions,https://forms.hr.duke.edu/descriptions/university/select.php?ID=0864,"Apr 1, 2020 ... Provide cyclotron engineering expertise for reliable and efficient operation of four-particle positive ion CS-30 medical cyclotron, ..."
Cyclotron Produced Radionuclides: Principles and Practice,https://www-pub.iaea.org/mtcd/publications/pdf/trs465_web.pdf,"The first medical cyclotron was installed in 1941 at Washington. University, St Louis, where radioactive isotopes of phosphorus, iron, arsenic."
[PDF] Production of copper-64 and gallium-68 with a medical ...,https://www.semanticscholar.org/paper/098eb40162bf653685465aecc53caa4cdda192b8,"May 22, 2017 ... ... production of two clinically relevant metal radioisotopes 64Cu and 68Ga with a medical cyclotron by the irradiation of liquid targets."
LEVELS OF EXPOSURE TO IONIZING RADIATION AMONG THE ...,https://academic.oup.com/rpd/article/189/1/56/5770903,"Mar 2, 2020 ... A. K.. Monitoring of radiation levels in medical cyclotron facility measured by a comprehensive computerized monitoring system . Indian J. Pure ..."
Health Physics - SHP - Department of Clinical And Diagnostic ...,https://www.uab.edu/shp/cds/health-physics,"... to the UAB Advanced Imaging Center medical cyclotron, which is one of the most powerful cyclotrons in an academic medical center in the United States."
Production of copper-64 and gallium-68 with a medical cyclotron ...,http://projects.itn.pt/JGuerreiroFCT2017/Alves%20et%20al_2017.pdf,"May 22, 2017 ... and 68Ga with a medical cyclotron by the irradiation of liquid targets. New results are presented for the implementation of this methodology ..."
No. AERB/RF-RS/SG-3 AERB SAFETY GUIDE,https://aerb.gov.in/storage/uploads/documents/regdocnEFpk.pdf,"Medical cyclotron facilities comes under the purview of regulation in accordance with Rule 3 (3) of the Atomic Energy. (Radiation Protection Rules), 2004 and is ..."
Market Study on Medical Cyclotron: Rising Demand for Cancer ...,https://www.persistencemarketresearch.com/market-research/medical-cyclotron-market.asp,The medical cyclotron market is likely to register an average momentum in the global market at a CAGR of 4.8% between 2022 and 2032.
Medical Cyclotron Facility Cyclone-30 Became Operational at VECC ...,https://dae.gov.in/node/1120,"Jan 31, 2020 ... Medical Cyclotron Facility Cyclone-30 Became Operational at VECC, Kolkata. Beam Extractor. Beam Extraction."
Study of Decommissioning Process of Medical Cyclotron Facility by ...,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4393512,Study of Decommissioning Process of Medical Cyclotron Facility. Heliyon. 13 Pages Posted: 26 Mar 2023 Publication Status: Under Review.
MRC Medical Cyclotron Unit | Wellcome Collection,https://wellcomecollection.org/works/xx74trsr,MRC Medical Cyclotron Unit. Medical Research Council Medical Cyclotron Unit. Date: 1934-1961. Reference: SA/MCU. Archives and manuscripts.
"Medical Cyclotron Market Size, Trends and Forecast to 2028",https://www.coherentmarketinsights.com/market-insight/medical-cyclotrons-market-2039,"Medical Cyclotrons Market Analysis. Medical Cyclotron Market, by Product Type (Fixed Energy Cyclotron and Variable Energy Cyclotron (10-30 MeV and 30-70 ..."
Decommissioning procedures for a 17 MeV medical cyclotron ...,https://www.physicamedica.com/article/S1120-1797(16)00409-9/fulltext,Decommissioning procedures for a 17 MeV medical cyclotron ... Introduction: The activity of the cyclotron Scanditronix MC17 was stopped after more than a decade ...
For the Public and K 12 | National Superconducting Cyclotron ...,https://nscl.msu.edu/public/index.html,A medical cyclotron built by the laboratory in the 1980s was used to treat cancer patients at Harper University Hospital in Detroit for more than 15 years.
Turn-Key Beamlines for the 15 - 30 MeV Medical Cyclotron at VECC ...,https://inspirehep.net/literature/1627502,"Turn-key beamlines built by Danfysik are to be installed in 2017 at the medical cyclotron facility VECC in Kolkata, India. The beamlines will transport a ..."
The Oslo Cyclotron Laboratory | SpringerLink,https://link.springer.com/article/10.1140/epjp/s13360-021-01150-3,"Feb 5, 2021 ... From 1999 until 2006, when the Norwegian Medical Cyclotron Centre was established at the Radium Hospital, OCL has done weekly production ..."
Measurement and Control of the Air Contamination Generated in a ...,https://journals.lww.com/health-physics/_layouts/15/oaks.journals/downloadpdf.aspx?an=00004032-200705002-00002,Evaluation of the environmental impact of a busy medical cyclotron is presented. ... Medical Cyclotron Facility for PET. Radiopharmaceuticals.
Medical Cyclotron Solid Target Preparation by Ultrathick Film ...,https://pdfs.semanticscholar.org/d7d8/52be7968941cc7e29472a5345e58a44722d0.pdf,"Mar 13, 2019 ... Medical Cyclotron Solid Target Preparation by. Ultrathick Film Magnetron Sputtering Deposition. Hanna Skliarova 1,* , Sara Cisternino 1,* ..."
Target development for diversified irradiations at a medical cyclotron ...,https://juser.fz-juelich.de/record/202970,"Jul 30, 2015 ... The irradiation facility at an old medical cyclotron (Ep=17 MeV; Ed=10 MeV) was upgraded by extending the beam line and incorporation of ..."
UNIVERSITY OF WASHINGTON MEDICAL CYCLOTRON FACILITY ...,https://conferences.lbl.gov/event/198/contributions/1302/attachments/2207/293/Moffitt_UW.pdf,"MEDICAL CYCLOTRON FACILITY. (UWMCF). WORKSHOP ON APPLIED NUCLEAR DATA. ACTIVITIES. WASHINGTON, D.C.. GREG MOFFITT, PHD. JANUARY 22-24, 2019 ..."
Medical Cyclotron Market Forecast to 2028 - COVID-19 Impact and ...,https://uk.finance.yahoo.com/news/medical-cyclotron-market-forecast-2028-083900447.html,"Jul 1, 2022 ... The global medical cyclotron market is expected to grow from US$ 202. 34 million in 2022 to US$ 332. 49 million by 2028; it is estimated to ..."
"Source terms, shielding calculations and soil activation for a medical ...",https://ui.adsabs.harvard.edu/abs/2016JRP....36..819K/abstract,Calculations of the shielding and estimates of soil activation for a medical cyclotron are presented in this work. Based on the neutron source term from the ...
Evaluating air kerma at a medical cyclotron after refined shielding ...,https://www.tandfonline.com/doi/abs/10.1080/00223131.2013.785279?tab=permissions&scroll=top,"Evaluating air kerma at a medical cyclotron after refined shielding design using the TLD approach. Hsien-Chun Tseng Department of Radiation Oncology, ..."
Medical Cyclotron machine in Kolkata - YouTube,https://www.youtube.com/watch?v=ZihVBEkk_Oo,"Sep 19, 2018 ... Medical Cyclotron machine in Kolkata. Watch later. Share. Copy link. Info. Shopping. Tap to unmute. If playback doesn't begin shortly, ..."
Cyclotron Production of 99m Tc using 100 Mo 2 C targets,https://scholars.uab.edu/display/pub1206824,"An investigative study of the 100Mo (p,2n)99mTc reaction on a medical cyclotron using 100Mo2C is reported. This is the first report of this compound being ..."
Preparation of the antioestrogenic compound N‐[methyl‐11C ...,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/jlcr.2580290915,"Medical Cyclotron Laboratory, University of Turku, Porthaninkatu 3‐5, SF‐20500 Turku, Finland. Search for more papers by this author."
Synthesis of 11C‐labelled choline - Diksic - 1984 - Journal of ...,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/jlcr.2580210905,"Medical Cyclotron Unit, Montreal Neurological Insitute, and Department of Neurology and Neurosurgery, McGill University, 3801 University Street, Montreal, ..."
Accelerator and detector physics at the Bern medical cyclotron and ...,https://sciendo.com/it/article/10.1515/nuka-2016-0009,"Accelerator and detector physics at the Bern medical cyclotron and its beam transport line. Martin Auger,. Martin Auger,. Saverio Braccini,."
Design and Testing of Thermosyphon Batch Targets for Production ...,https://repository.lib.ncsu.edu/handle/1840.16/3091,"Mar 18, 2008 ... ... and have been validated with experimental test data from the Duke University Medical Cyclotron and the Wisconsin Medical Cyclotron."
Medical Cyclotrons in Nuclear Medicine - Table of Contents - Karger ...,https://www.karger.com/Book/Toc/219453,"4th Medical Cyclotron Users Conference, Miami Beach, Fla., March 1976. No Cover. Editor(s): Serafini, A.N. (Miami Beach, FL) Beaver, J.E. (Miami Beach, FL)."
Emittance measurements of the ACCEL K250 superconducting ...,http://www.doiserbia.nb.rs/Article.aspx?id=1451-39940601058T,"Toprek, Dragan - Emittance measurements of the ACCEL K250 superconducting medical cyclotron at Paul Scherer institute - Nuclear Technology and Radiation ..."
https://indico.cern.ch/event/685255/contributions/...,https://indico.cern.ch/event/685255/contributions/2957993/attachments/1717945/2779840/CAS_Cyclotrons_I.pptx,"Sep 25, 2018 ... TRIUMF, RIKEN SRC, PSI Ring, PSI medical cyclotron. discussion. classification of circular accelerators, cyclotron vs."
Medicine: Pure but Practical - TIME,"https://content.time.com/time/magazine/article/0,9171,761656,00.html","A regular program of medical cyclotron work was set afoot, in charge of the inventor's brother, Dr. John Hundale Lawrence, who has a medical degree from ..."
Estimation of Thermal & Epithermal Neutron Flux and Gamma Dose ...,https://discovery.ucl.ac.uk/id/eprint/10126401/,Nisbet_Characterization of Neutron Flux in a Medical Cyclotron for Research Purposes using Gold foils and GATE8.1.pdf - Accepted Version
Preliminary evaluation of the enriched zinc-68 chloride solution ...,https://orbit.dtu.dk/en/publications/preliminary-evaluation-of-the-enriched-zinc-68-chloride-solution-,Preliminary evaluation of the enriched zinc-68 chloride solution target for the continuous production of gallium-68 chloride on a medical cyclotron.
Monograph on Cancer Research No. 20. Cancer Metastasis ...,https://www.nature.com/articles/bjc1978129.pdf,"the 4th Medical Cyclotron Users Conference,. Miami Beach, Florida, March 1976. It consists of 10 papers on ""Production Aspects"", 9 on."
