title,link,snippet
Sterilization of mail by means of an electron beam accelerator,https://pubmed.ncbi.nlm.nih.gov/12469598/,Sterilization of mail by means of an electron beam accelerator. Dokl Biol Sci. 2002 Jul-Aug;385:306-9. doi: 10.1023/a:1019984028041.
Electron-beam processing - Wikipedia,https://en.wikipedia.org/wiki/Electron-beam_processing,Electron-beam processing involves irradiation (treatment) of products using a high-energy electron-beam accelerator. Electron-beam accelerators utilize an ...
NorthStar installs electron beam accelerator at Beloit facility ...,https://www.wisbusiness.com/2023/northstar-installs-electron-beam-accelerator-at-beloit-facility/,"Mar 7, 2023 ... “Delivery of this electron beam accelerator brings NorthStar Medical Radioisotopes a step closer to commercial production of Ac-225 and marks a ..."
A spiral strip transformer type electron-beam accelerator | Laser and ...,https://www.cambridge.org/core/journals/laser-and-particle-beams/article/spiral-strip-transformer-type-electronbeam-accelerator/161305ACFB9E85637A78B5ECD6BBEDE7,"An electron-beam accelerator, which consists of a primary storage capacitor system, an air core spiral strip transformer, water Blumlein line of water ..."
Electron-beam accelerator with conversion to X-rays: Optimal ...,https://www.sciencedirect.com/science/article/pii/S0969806X19313428,Electron-beam accelerator with conversion to X-rays: Optimal radiation type according to application. Author links open overlay panel. Andrea Šagátová a b
Continuous Electron Beam Accelerator Facility | Special Collections ...,https://scrc-kb.libraries.wm.edu/continuous-electron-beam-accelerator-facility,The Continuous Electron Beam Accelerator Facility changed its name to the Thomas Jefferson National Accelerator Facility in May 1996.
Generation of GeV Electron Beam From a Laser-Plasma Accelerator ...,https://ieeexplore.ieee.org/document/8458154,"Sep 11, 2018 ... Laser wakefield acceleration (LWFA) is a plasma-based electron beam accelerator technology that can deliver electron beams with energies up ..."
Double-decker femtosecond electron beam accelerator for pulse ...,https://aip.scitation.org/doi/10.1063/1.2195090,A new concept of double-decker electron beam accelerator based on a photocathode radio-frequency (rf) gun was proposed for studying chemical kinetics and ...
CEBAF turns on the charm: Jefferson Lab's Continuous Electron ...,https://www.sciencedaily.com/releases/2019/04/190418131302.htm,"Apr 18, 2019 ... Jefferson Lab's Continuous Electron Beam Accelerator Facility has confirmed production of charm quarks following a recent upgrade."
APS - Event - The Continuous Electron Beam Accelerator Facility,https://meetings.aps.org/Meeting/APR20/Session/L02.1,"Apr 19, 2020 ... The Continuous Electron Beam Accelerator Facility (CEBAF) at Jefferson Lab initiated operation in 1995 and since then has served as the ..."
Commissioning and Operation of 12 GeV CEBAF (Conference ...,https://www.osti.gov/biblio/1221896,"Sep 1, 2015 ... The Continuous Electron Beam Accelerator Facility (CEBAF) located at the Thomas Jefferson National Accelerator Laboratory (JLab) has been ..."
ELectron Beam Accelerator for fundamental sciences and ...,https://www.eli-beams.eu/facility/experimental-halls/e5-electron-accelaration-laser-undulator-x-ray-source/electron-beam-accelerator-for-fundamental-sciences-and-applications-eli-elba/,ELectron Beam Accelerator for fundamental sciences and applications (ELI-ELBA). Fundamental science investigations by breakthrough technology for the ...
PROSPECTS AND CHALLENGES FOR THE INDUSTRIAL USE OF ...,https://www-pub.iaea.org/MTCD/publications/PDF/P1433_CD/datasets/papers/sm_eb-01.pdf,"[13] AVNERY, T., Electron beam accelerator. US Patent 5,962,995 (October 5, 1999). [14] N'GUYEN, A. and POTTIER, J., Electron accelerator with coaxial ..."
Multipurpose Gamma Irradiator and Mobile Unit with an Electron ...,https://media.superevent.com/documents/20170428/458ffb7ae1cb112b79fa549e0b096bae/w.-a.-p.-calvo.pdf,"Multipurpose Gamma Irradiator and Mobile Unit with an. Electron Beam Accelerator Developed in Brazil. W.A.P.Calvo, C.L.Duarte, S.L.Somessari, F.E.Sprenger,."
Present status of 4 MeV electron beam accelerator system for ...,https://iopscience.iop.org/article/10.1088/1742-6596/1380/1/012051,"Abstract. Electron beam accelerator system for natural rubber irradiation is under developing at the Plasma and Beam Physics (PBP) Research Facility, Chiang Mai ..."
The Thomas Jefferson National Accelerator Facility - Scholarpedia,http://www.scholarpedia.org/article/The_Thomas_Jefferson_National_Accelerator_Facility,"Jul 27, 2010 ... 1 Continuous Electron Beam Accelerator Facility (CEBAF). 1.1 Polarized Electron Photo-injector · 2 Nuclear Physics Program (1998 - 2012). 2.1 ..."
Safety aspects of a medium energy industrial electron beam ...,https://nopr.niscpr.res.in/bitstream/123456789/14908/1/IJPAP%2050%2811%29%20805-807.pdf,Safety aspects of a medium energy industrial electron beam accelerator being utilized for technology demonstration and commercial operations.
Application of electron beam water radiolysis for sewage sludge ...,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7603450/,"Sep 6, 2020 ... Electron beam accelerator—principle of operation. Particle acceleration is an act of propelling the charged particles. For an electron beam ..."
A Pulsed Electron Beam Accelerator | SpringerLink,https://link.springer.com/article/10.1007/s11182-020-01919-6,"Feb 15, 2020 ... The paper describes a pulsed electron beam accelerator with release of electrons accelerated in a vacuum diode into the atmosphere."
"Harp, a short pulse, high current electron beam accelerator|INIS",https://inis.iaea.org/search/search.aspx?orig_q=RN:6199623,"A 3 MV, 800 kA, 24 ns electron beam accelerator is described and the results of initial switching experiments are discussed. The generator will provide a ..."
Scientists Move Closer To Understanding Glue That Holds Matter ...,https://www.cmu.edu/news/stories/archives/2017/may/gluex-project.html,"May 10, 2017 ... First results from upgraded Continuous Electron Beam Accelerator Facility at Jefferson Lab further GlueX experiment's quest to find exotic ..."
SF6 Gas Monitoring and Safety for DC Electron Beam Accelerator at ...,https://accelconf.web.cern.ch/linac2014/papers/mopp007.pdf,"SF6 GAS MONITORING AND SAFETY FOR DC ELECTRON BEAM. ACCELERATOR AT EBC, KHARGHAR, NAVI MUMBAI. Suneet Kumar Srivastava , Shyam Rao Ghodke , Satyanarayan ..."
ELECTRON BEAM ACCELERATOR FACILITIES AT IPEN-CNEN/SP,https://www.ipen.br/biblioteca/2007/inac/11976.pdf,"Some applications of the electron beam accelerator for radiation processing are wire and cable insulation crosslinking, rubber vulcanization, sterilization and ..."
Continuous Electron Beam Accelerator Facility Overview,https://indico.jlab.org/event/98/contributions/7445/attachments/6315/8363/18T_-_CEBAF_USPAS_SRF.pdf,Add 5 high performance cryomdules in each linac and their associated LLRF Systems. • Double the capacity of the Central Helium. Liquefier.
Application of Novel Electron Beam Accelerator for Treatment of ...,https://lss.fnal.gov/archive/2018/poster/fermilab-poster-18-110-di.pdf,"Application of Novel Electron Beam Accelerator for Treatment of Military. Contaminants. Slavica Grdanovska, PhD, & Charlie Cooper, PhD – Illinois ..."
"High Voltage Environmental Applications, Inc. (High-Energy ...",https://clu-in.org/products/site/ongoing/emertech/highvolt.htm,"The system consists of a computer-automated, portable electron beam accelerator and a delivery system. The 500- kilovolt electron accelerator produces a ..."
RADIATION PROTECTION GUIDE LINES for ELECTRON BEAM ...,http://www.iaea.org/inis/collection/NCLCollectionStore/_Public/32/016/32016614.pdf,"The electron beam accelerator of High Voltage Corp.Model 1TC-1500, is the first electron beam processing system at NCRRT. This work is to throw some lights ..."
Nylon 6 water‐permeable membranes prepared by electron beam ...,https://onlinelibrary.wiley.com/doi/abs/10.1002/app.1981.070260920,"Abstract Nylon 6 films, 25 μm thick, were grafted with polar monomers in aqueous solution following preirradiation with a 550-kV electron beam accelerator."
IBA and NorthStar Medical Radioisotopes Sign Contract for ...,https://www.iba-worldwide.com/content/iba-and-northstar-medical-radioisotopes-sign-contract-rhodotron-electron-beam-accelerator,"Nov 18, 2021 ... ... Contract for Rhodotron® Electron Beam Accelerator for Commercial ... a third Rhodotron® TT300 HE electron beam accelerator from IBA."
E-Beam Dynamitron Electron Beam Accelerator | Concorde ...,https://concordegas.com/e-beam-dynamitron-electron-beam-accelerator/,"E-Beam Dynamitron Electron Beam Accelerator. Concorde Specialty Gases was contracted by E-Beam to recover approximately 1,100 pounds of SF6 gas from Nexans ..."
THE CONTINUOUS ELECTRON BEAM ACCELERATOR FACILITY ...,https://inspirehep.net/literature/288588,More... THE CONTINUOUS ELECTRON BEAM ACCELERATOR FACILITY: PROJECT STATUS AND PHYSICS OUTLOOK. Hermann A. Grunder(. Jefferson Lab. ) 1989. 18 pages.
Continuous Electron Beam Accelerator Facility | accelerators ...,https://www.britannica.com/topic/Continuous-Electron-Beam-Accelerator-Facility,Other articles where Continuous Electron Beam Accelerator Facility is discussed: particle accelerator: Linear electron accelerators: …to good effect at the ...
Study of 3MeV DC Electron Beam Accelerator to implement ...,https://www.semanticscholar.org/paper/Study-of-3MeV-DC-Electron-Beam-Accelerator-to-Charles-Ragha/668cdf64ab4e4dc03aa7bee87ddd107f91968e06,"Oct 17, 2014 ... Study of 3MeV DC Electron Beam Accelerator to implement Distributed Control System ; C. Charles ;, L. Ragha ;, +1 author R. I. Bakhtsingh ..."
Scan Magnet and Power Supply for Electron Beam Accelerator ...,https://barc.gov.in/technologies/scan_magnet/index.html,Scan Magnet and Power Supply for Electron Beam Accelerator. Overview; Quick View Leaflet; Detail Technical Brochure. In Industrial accelerators Scan magnet ...
Learn About Us | Electron Beam Technologies,https://electronbeam.com/about-us/,"... Co. moves to Kankakee, IL and invests in first electron beam accelerator ... Electron Beam Technologies invests in second electron beam accelerator."
ARIES Deliverable,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5c91edbd0&appId=PPGMS,"Nov 8, 2019 ... electron beam accelerator facilities. Various historical fields of applications include sterilization for single use medical items, ..."
NorthStar Medical Radioisotopes Receives Electron Beam ...,https://uk.news.yahoo.com/amphtml/northstar-medical-radioisotopes-receives-electron-133000057.html,"Mar 1, 2023 ... NorthStar Medical Radioisotopes Receives Electron Beam Accelerator for First-of-its-Kind, Commercial-scale U.S. Production of Important ..."
Treatment of industrial effluents using electron beam accelerator ...,https://ui.adsabs.harvard.edu/abs/2004RaPC...71..459D/abstract,"Treatment of industrial effluents using electron beam accelerator and adsorption with activated carbon: a comparative study. de Oliveira Sampa, Maria Helena ..."
Structure-Property Relationships in Polymeric Materials Generated ...,https://vtechworks.lib.vt.edu/handle/10919/30722,"Nov 18, 1997 ... ... extruding the composition, and then curing the froth in the electron beam accelerator, thus locking into place the cellular structure."
"RETROFIT CONVERSION OF A LOW IMPEDANCE, SHORT PULSE ...",https://apps.dtic.mil/sti/pdfs/ADA639400.pdf,"An existing relativistic electron beam generator has been modified to increase its output pulse width from 100 ns to either 300 ns or 1,000 ns."
Appendix C Acronyms | An Assessment of U.S.-Based Electron-Ion ...,https://www.nap.edu/read/25171/chapter/12,Continuous Electron Beam Accelerator Facility. CeC. coherent electron cooling. CERN. European Organization for Nuclear Research.
"""On-line system identification for control system applications in parti ...",https://scholarworks.wm.edu/etd/1539623898/,Particle accelerators require a number of feedback systems in order to stabilize a variety of parameters. The Continuous Electron Beam Accelerator at Thomas ...
Research fellow turns to accelerator power fo | EurekAlert!,https://www.eurekalert.org/news-releases/755317,"Feb 25, 2021 ... The result was the design-specification-surpassing Continuous Electron Beam Accelerator Facility (CEBAF) that we know today."
Effects of gamma- and electron-beam irradiation on semi-rigid ...,https://www.tandfonline.com/doi/abs/10.1080/0265203031000070119,"Nov 10, 2010 ... ... (CHDM) and 31% CHDM were irradiated at 5, 25 and 50 kGy at ambient temperature with a 60Co radiator or an electron-beam accelerator."
Engineer Research and Development Center > About,https://www.erdc.usace.army.mil/About/?videoid=868563,... University of Illinois's Center for Transportation Research seeks to use novel electron beam accelerator technology to create more durable pavements.
Electron beam fragmentation of bacterial polysaccharides as a ...,https://academic.oup.com/femsle/article-abstract/174/2/255/502648,It is based on the irradiation of isolated PSs in an electron beam accelerator. Exposure of isolated pneumococcal capsular polysaccharides (PnPSs) to ...
"07.15.09 | Scott, Wittman Work to Restore Funding to Thomas ...",https://bobbyscott.house.gov/media-center/press-releases/071509-scott-wittman-work-restore-funding-thomas-jefferson-labs-12-gev,"Jul 15, 2009 ... The lab is currently in the midst of a major upgrade to their Continuous Electron Beam Accelerator Facility. ""The accelerator upgrade will ..."
https://indico.cern.ch/event/757275/contributions/...,https://indico.cern.ch/event/757275/contributions/3139514/attachments/1732908/2801565/WP_2.2.doc,"... ebeam, INCT, Choice of exact electron beam accelerator for the exhaust gas treatment system from ebeam lamp and Fraunhofer circular beam lamp ..."
Untitled,http://ece-research.unm.edu/summa/notes/RPN%20notes/RPN28.pdf,"duration, electron beam accelerator used as a basic plasma-physics research tool are discussed. The operational characteristics of a high-field-emission ..."
Ion Or Electron Beam Irradiation Patents and Patent Applications ...,https://patents.justia.com/patents-by-us-classification/250/492.3,"The biomass is conveyed by a conveyor, which conveys the biomass under an electron beam from an electron beam accelerator. The conveyor can be cooled with ..."
CEBAF Accelerator - YouTube,https://www.youtube.com/watch?v=ZBZ5vXptuZ0,"Feb 10, 2022 ... The Continuous Electron Beam Accelerator Facility, CEBAF, is the world's most powerful “microscope” for studying the nucleus of the atom."
