title,link,snippet
A primer on particle accelerators | symmetry magazine,https://www.symmetrymagazine.org/article/a-primer-on-particle-accelerators,"Jul 12, 2016 ... A primer on particle accelerators ... What's the difference between a synchrotron and a cyclotron, anyway? Research in high-energy physics takes ..."
"Cheaper, greener particle accelerators will speed innovation ...",https://news.cornell.edu/stories/2021/03/cheaper-greener-particle-accelerators-will-speed-innovation,"Mar 15, 2021 ... Particle accelerators play a vital role in the fight against climate change as they help strengthen new technologies such as lithium-ion ..."
Ten things you might not know about particle accelerators ...,https://www.symmetrymagazine.org/article/april-2014/ten-things-you-might-not-know-about-particle-accelerators,"Apr 15, 2014 ... Despite their uptick in popularity, particle accelerators still have secrets to share. With input from scientists at laboratories and ..."
Science | Particle Accelerators | Fermilab's Accelerator ... - Fermilab,https://www.fnal.gov/pub/science/particle-accelerators/accelerator-complex.html,"Feb 9, 2023 ... Its main accelerator complex comprises four particle accelerators and storage rings — the Linac, Booster, Recycler and Main Injector — the last ..."
Opportunities in Machine Learning for Particle Accelerators,https://arxiv.org/abs/1811.03172,"Nov 7, 2018 ... ML techniques are now technologically mature enough to be applied to particle accelerators, and we expect that ML will become an ..."
Robert R. Wilson Prize for Achievement in the Physics of Particle ...,https://www.aps.org/programs/honors/prizes/wilson.cfm,"To recognize and encourage outstanding achievement in the physics of particle accelerators. The prize consists of $10,000, an allowance for travel to the ..."
Particle Accelerators Arkansas Department of Health,https://www.healthy.arkansas.gov/programs-services/topics/particle-accelerators,Particle Accelerators. A particle accelerator license is issued to a person whose submitted application has been approved by the Department for the use of a ...
Future particle accelerators,https://www.nature.com/collections/cajfiddcee,"Apr 4, 2019 ... Future particle accelerators. With unanswered questions regarding the Higgs boson remaining, no signs of physics beyond the standard model and ..."
Machine Learning Paves Way for Smarter Particle Accelerators ...,https://newscenter.lbl.gov/2022/07/19/ml-particle-accelerators/,"Jul 19, 2022 ... Their work could help lead to the development of new and improved particle accelerators that will help scientists unlock the secrets of the ..."
Particle accelerators that clean power plants – and a lot more | Spectra,https://spectra.mhi.com/particle-accelerators-that-clean-power-plants-and-a-lot-more,"Apr 13, 2021 ... Originally, particle accelerators were used to investigate the structure of the atomic core, but today's applications are far-reaching, ..."
Review of photocathodes for electron beam sources in particle ...,https://pubs.rsc.org/en/content/articlelanding/2023/tc/d2tc03729g,"Review of photocathodes for electron beam sources in particle accelerators. Check for updates. Jana Schaber, ORCID logo *ab Rong Xiang ..."
Neural Networks for Modeling and Control of Particle Accelerators ...,https://ieeexplore.ieee.org/document/7454846,"Apr 20, 2016 ... Particle accelerators are host to myriad nonlinear and complex physical phenomena. They often involve a multitude of interacting systems, ..."
Plasma Particle Accelerators Could Find New Physics - Scientific ...,https://www.scientificamerican.com/article/plasma-particle-accelerators-could-find-new-physics/,"Jul 1, 2021 ... The pinnacle achievement of particle accelerators came in 2012, when the Large Hadron Collider (LHC) uncovered the long-sought Higgs boson ..."
A million pulses per second: How particle accelerators are powering ...,https://news.fnal.gov/2019/08/a-million-pulses-per-second-how-particle-accelerators-are-powering-x-ray-lasers/,"Aug 12, 2019 ... Cavities are structures that impart energy to particle beams, accelerating the particles within them. LCLS-II, like modern particle accelerators ..."
Fixed-Field Alternating-Gradient Particle Accelerators,https://link.aps.org/doi/10.1103/PhysRev.103.1837,"Fixed-Field Alternating-Gradient Particle Accelerators. K. R. Symon, D. W. Kerst, L. W. Jones, L. J. Laslett, and K. M. Terwilliger. Phys. Rev."
Particle Physics: Benefits to Society,https://news.fnal.gov/wp-content/uploads/particle-physics-benefits.pdf,"From particle accelerators to the World Wide Web, and from medical imaging techniques to high-performance computing, the bold and innovative ideas and ..."
Particle Accelerators and Beams Group | Institute of Physics,https://www.iop.org/physics-community/special-interest-groups/particle-accelerators-beams-group,"The Particle Accelerators and Beams Group is an IOP special interest group which is focused on a particular discipline, application or area of interest."
Biomedical Research Programs at Present and Future ... - Frontiers,https://www.frontiersin.org/articles/10.3389/fphy.2020.00380/full,"Aug 5, 2020 ... Biomedical applications at high-energy particle accelerators have always been an important section of the applied nuclear physics research."
Particle accelerators news and latest updates,https://phys.org/tags/particle+accelerators/,All the latest science news about particle accelerators from Phys.org.
"No, Particle Accelerators Will Not Destroy the Planet, But Humans ...",https://www.livescience.com/63759-future-threats-to-humanity.html,"Oct 5, 2018 ... Cosmic rays, or particles with much higher energies than those created in particle accelerators, frequently collide in the galaxy, ..."
Evaluation of the radiological and economic consequences of ...,https://op.europa.eu/en/publication-detail/-/publication/7321365e-d716-445c-9ab2-bcd35ec73e38,"Jul 9, 1999 ... Navigation. Skip to Content. Evaluation of the radiological and economic consequences of decommissioning particle accelerators ..."
How particle accelerators came to be,https://knowablemagazine.org/article/physical-world/2022/how-particle-accelerators-came-be,"Mar 29, 2022 ... These days, the most cutting-edge particle accelerators are vast machines like the LHC, the Large Hadron Collider at CERN, which is built ..."
"Machine Learning, Artificial Intelligence, and Particle Accelerators",https://atap.lbl.gov/machine-learning-artificial-intelligence-and-particle-accelerators/,ATAP is working to apply AI and ML in the design and operation of particle accelerators. Concentric colorful circles show beam spot size. Profile of the ...
The Physics of Particle Accelerators: An Introduction ... - Amazon.com,https://www.amazon.com/Physics-Particle-Accelerators-Introduction/dp/0198505493,"Amazon.com: The Physics of Particle Accelerators: An Introduction: 9780198505495: Wille, Klaus, McFall, Jason: Books."
BNL Accelerators | About Particle Accelerators,https://www.bnl.gov/accelerators/accelerators.php,Particle accelerators are essential tools of discovery for particle and nuclear physics and for sciences that use x-rays and neutrons.
New laser technique will allow more powerful—and smaller ...,https://www.rochester.edu/newscenter/new-laser-technique-will-allow-more-powerful-and-smaller-particle-accelerators-421842/,"Apr 7, 2020 ... But what if there was a way to scale down particle accelerators, producing high-energy electrons in a fraction of the distance?"
Particle Accelerators,https://www.ampleon.com/applications/industrial-scientific-medical/particle-accelerators.html,"Home · Applications · Industrial, Scientific and Medical · Particle Accelerators. This website uses cookies to ensure you get the best experience."
Homegrown Particle Accelerators | KQED,https://www.kqed.org/quest/17535/homegrown-particle-accelerators,"Nov 12, 2015 ... The particle accelerators at both facilities have been given new uses. The cyclotron at the Lawrence Berkeley Lab is used to test computer ..."
X-Ray Machines and Particle Accelerators for Non-Human Use ...,https://www.nyc.gov/nycbusiness/description/registration-of-xray-machines-and-particle-accelerators-for-nonhuman-use,"X-Ray Machines and Particle Accelerators for Non-Human Use, Registration of. Top. About. Labor, Department of State."
Introduction to Particle Accelerators (NPAP MOOC) | Coursera,https://www.coursera.org/learn/introduction-particle-accelerators,Welcome to the Nordic Particle Accelerator Program's (NPAP) Massive Open Online Courses and to the fascinating world of particle accelerators!
Chapter 246-229 WAC:,https://app.leg.wa.gov/wac/default.aspx?cite=246-229,"Mar 9, 2022 ... RADIATION PROTECTION—PARTICLE ACCELERATORS ... 246-229-0040, Are there other requirements that apply to the use of particle accelerators?"
Extreme X-Rays and Particle Accelerators | Argonne National ...,https://www.anl.gov/education/extreme-xrays-and-particle-accelerators,Extreme X-Rays and Particle Accelerators. Producing some of the brightest x-rays on the planet ...
SHIB Cable Tray.1.26.06,https://www.osha.gov/sites/default/files/publications/shib073109.pdf,"Jan 26, 2006 ... Special Purpose Particle Accelerators. Purpose. The purpose of this Safety and Health Information. Bulletin is to:."
An Introduction to Particle Accelerators | Oxford Academic,https://academic.oup.com/book/11694,"May 31, 2001 ... An Introduction to Particle Accelerators. Get access Arrow. Edmund Wilson. Edmund Wilson. Head of the CERN Accelerator School, Geneva."
Cassini Sheds Light on Cosmic Particle Accelerators,https://www.jpl.nasa.gov/news/cassini-sheds-light-on-cosmic-particle-accelerators,"Cassini Sheds Light on Cosmic Particle Accelerators. Feb. 19, 2013. This illustration shows ""quasi-parallel"" (top) and ""quasi-perpendicular"" (bottom) ..."
Particle Accelerators Could Work As Power Generators | MIT ...,https://www.technologyreview.com/2010/08/09/201650/particle-accelerators-could-work-as-power-generators/,"Aug 9, 2010 ... Particle accelerators are not the most obvious machines to use for generating energy. And yet the idea that they could produce more power ..."
Crystal device could be used to build tiny particle accelerators | New ...,https://www.newscientist.com/article/2352863-crystal-device-could-be-used-to-build-tiny-particle-accelerators/,"Jan 4, 2023 ... A chip-sized device can produce very intense light that could help in building tiny X-ray machines and particle accelerators."
Applications of Particle Accelerators in Europe - CERN Document ...,https://cds.cern.ch/record/2716155,"Apr 27, 2020 ... Book. Report number, CERN-ACC-2020-0008. Title, Applications of Particle Accelerators in Europe. Corporate author(s), The EuCARD-2 ..."
Information | Free Full-Text | A Novel Approach for Classification and ...,https://www.mdpi.com/2078-2489/12/3/121,"The beam interruptions (interlocks) of particle accelerators, despite being necessary safety measures, lead to abrupt operational changes and a substantial ..."
Smashing The Atom: A Brief History Of Particle Accelerators ...,https://hackaday.com/2020/07/29/smashing-the-atom-a-brief-history-of-particle-accelerators/,"Jul 29, 2020 ... When it comes to building particle accelerators the credo has always been “bigger, badder, better”. While the Large Hadron Collider (LHC) ..."
SLAC invention could make particle accelerators 10 times smaller ...,https://www6.slac.stanford.edu/news/2020-09-23-slac-invention-could-make-particle-accelerators-10-times-smaller,"Sep 23, 2020 ... Particle accelerators generate high-energy beams of electrons, protons and ions for a wide range of applications, including particle ..."
Safety for Particle Accelerators | SpringerLink,https://link.springer.com/book/10.1007/978-3-030-57031-6,"Presenting an overview of the safety-related aspects of specific technologies employed in particle accelerators, it highlights the potential hazards at such ..."
Induced radioactivity in and around high-energy particle accelerators,https://pubmed.ncbi.nlm.nih.gov/21697180/,Particle accelerators and their surroundings are locations of residual radioactivity production that is induced by the interaction of high-energy particles ...
A Practical Introduction to Beam Physics and Particle Accelerators ...,https://iopscience.iop.org/book/mono/978-1-6817-4076-8,This book is a brief exposition of the principles of beam physics and particle accelerators with emphasis on numerical examples employing readily available ...
The Science and Technology of Particle Accelerators | Rob Appleby ...,https://www.taylorfrancis.com/books/oa-mono/10.1201/9781351007962/science-technology-particle-accelerators-graeme-burt-rob-appleby-james-clarke-hywel-owen,"Dec 27, 2020 ... The Science and Technology of Particle Accelerators provides an accessible introduction to the field, and is suitable for advanced ..."
Cassini Sheds Light on Cosmic Particle Accelerators – NASA Solar ...,https://solarsystem.nasa.gov/news/12755/cassini-sheds-light-on-cosmic-particle-accelerators/,"Feb 18, 2013 ... Cassini Sheds Light on Cosmic Particle Accelerators. This artist's impression shows Cassini exploring the magnetic environment of Saturn."
AFCONE-IAEA Webinar on “Particle Accelerators in Africa ...,https://nucleus.iaea.org/sites/accelerators/Pages/Webinars.aspx,"Particle accelerators are machines that produce and accelerate electrically charged particles, which are focused into beams before they impinge on selected ..."
Applied mathematician wins DOE grant to improve the safety of ...,https://news.ucsc.edu/2022/08/lee-doe-grant.html,"Aug 31, 2022 ... Applied mathematician wins DOE grant to improve the safety of particle accelerators ... The Advanced Photon Source (APS) at Argonne National Lab."
Evolution of Particle Accelerators & Colliders,https://www.slac.stanford.edu/pubs/beamline/27/1/27-1-panofsky.pdf,"instrument he was using an accelerator, but an accelerator it certainly was. He accelerated particles between two electrodes."
A contingent valuation experiment about future particle accelerators ...,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0229885,"Mar 11, 2020 ... Citation: Florio M, Giffoni F (2020) A contingent valuation experiment about future particle accelerators at CERN. PLoS ONE 15(3): e0229885."
The Physics of Particle Accelerators - Paperback - Klaus Wille ...,https://global.oup.com/academic/product/the-physics-of-particle-accelerators-9780198505495,The complex technology of particle accelerators is based on a series of often rather simple physical concepts. This comprehensive introduction to the ...
"Cheaper, greener particle accelerators will speed innovation | The ...",https://as.cornell.edu/news/cheaper-greener-particle-accelerators-will-speed-innovation,"Mar 15, 2021 ... Particle accelerators play a vital role in the fight against climate change as they help strengthen new technologies such as lithium-ion ..."
Vacuum in Particle Accelerators | Wiley Online Books,https://onlinelibrary.wiley.com/doi/book/10.1002/9783527809134,"Nov 8, 2019 ... Vacuum in Particle Accelerators: Modelling, Design and Operation of Beam Vacuum Systems. Author(s):. Oleg B. Malyshev,."
Cancer Treatments and Particle Accelerators | Public Events: Arts ...,https://events.fnal.gov/arts-lecture-series/events/event/cancer-treatments-and-particle-accelerators/,"Cancer Treatments and Particle Accelerators. March 24, 2017, 8:00 pm US/Central; Fermilab Ramsey Auditorium; Dr. Mark Pankuch, Northwestern Medicine Chicago ..."
Particle Accelerators That Clean Power Plants – And A Lot More,https://www.forbes.com/sites/mitsubishiheavyindustries/2021/03/18/particle-accelerators-that-clean-power-plants--and-a-lot-more/,"Mar 18, 2021 ... Originally, particle accelerators were used to investigate the structure of the atomic core, but today's applications are far-reaching, ..."
Five ways particle accelerators have changed the world (without a ...,https://theconversation.com/five-ways-particle-accelerators-have-changed-the-world-without-a-higgs-boson-in-sight-54187,"Feb 8, 2016 ... Particle accelerators accelerate the tiny building blocks of matter by using electric fields to speed them up to high velocity/energy. These ..."
Superconductor Technologies for Particle Accelerators | SBIR.gov,https://www.sbir.gov/node/868727,Superconducting materials are widely used in particle accelerators to create large continuous electric and magnetic fields for beam acceleration and ...
SUBCHAPTER 20 PARTICLE ACCELERATORS FOR INDUSTRIAL ...,https://www.state.nj.us/dep/rpp/RPRP_Rules/sub20.pdf,(f) A particle accelerator safety officer in a facility where the particle accelerators are only electron microscopes shall comply with the requirements set ...
Vacuum for Particle Accelerators | Agilent,https://www.agilent.com/en/solutions/vacuum-solutions/particle-plasma-physics/particle-accelerators,"Particle accelerators produce a beam of charged particles that can be used in a wide variety of applications, including research, medicine, and national ..."
PA² - Power Amplifier for Particle Accelerators | TRUMPF,https://www.trumpf.com/en_US/landing-pages/global/pa2-power-amplifier-for-particle-accelerators/,Thank you for attending our 1st Power Amplifier for Particle Accelerators Conference (PA²). We really enjoyed meeting you all in person in Freiburg.
Research at Mizzou could help reduce cost to build particle ...,https://engineering.missouri.edu/2022/research-at-mizzou-could-help-reduce-cost-to-build-particle-accelerators/,"Aug 4, 2022 ... If Mizzou Engineers are successful, that price tag of particle accelerators such as the Large Hadron Collider could drop drastically."
Accelerator science in medical physics - PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3473892/,"In most particle accelerators, an electric field is used to accelerate the charged particles, while a magnetic field is applied to guide the particle through ..."
Preparation of multilayer graphene sheets and their applications for ...,https://aip.scitation.org/doi/abs/10.1063/1.5035522,"May 3, 2018 ... Preparation of multilayer graphene sheets and their applications for particle accelerators. AIP Conference Proceedings 1962, 030005 (2018); ..."
The Medical Applications of Particle Accelerators,https://www.azom.com/article.aspx?ArticleID=11950,"Apr 21, 2015 ... Around half of all cancer patients require radiation therapy. Currently there are around 30,000 particle accelerators dotted across the globe, ..."
11.5: Particle Accelerators and Detectors - Physics LibreTexts,https://phys.libretexts.org/Bookshelves/University_Physics/Book%3A_University_Physics_(OpenStax)/Map%3A_University_Physics_III_-_Optics_and_Modern_Physics_(OpenStax)/11%3A_Particle_Physics_and_Cosmology/11.05%3A_Particle_Accelerators_and_Detectors,"Sep 12, 2022 ... Early Particle Accelerators. A particle accelerator is a machine designed to accelerate charged particles. This acceleration is usually achieved ..."
Engineering for Particle Accelerators,https://uspas.fnal.gov/materials/17NIU/The%20fundamentals.pdf,"Jun 19, 2017 ... The course will focus on large-scale proton superconducting linear particle accelerators. Prerequisites. Undergraduate-level electromagnetism, ..."
The socio-economic impact of a breakthrough in the particle ...,https://www.sciencedirect.com/science/article/pii/S0168900218301633,"Nov 12, 2018 ... The technology underlying particle accelerators has been evolving for more than a century since the first experiments at the Cavendish ..."
CERN bets on particle accelerators to zap hard-to-reach tumours ...,https://www.euronews.com/next/2022/10/26/cern-bets-on-particle-accelerators-to-zap-hard-to-reach-tumours-and-treat-the-worst-forms-,"Oct 26, 2022 ... CERN bets on particle accelerators to zap hard-to-reach tumours and treat the worst forms of cancer. CERN devises a particle accelerator for ..."
Particle Accelerators | UHV Design,https://www.uhvdesign.com/applications/particle-accelerators/,"Particle Accelerators. An established part of the community. Working alongside the particle accelerator community, we've been asked to solve a range of ..."
Quasar jets are particle accelerators thousands of light-years long ...,https://www.cnrs.fr/en/quasar-jets-are-particle-accelerators-thousands-light-years-long,"Jun 17, 2020 ... Quasar jets are particle accelerators thousands of light-years long · Over the past few years, scientists have observed the Universe using gamma ..."
New compact particle accelerators could offer game-changing ...,https://world-nuclear-news.org/Articles/New-compact-particle-accelerators-to-offer-game-ch,"Sep 27, 2022 ... Revolutionary laser-driven technology unveiled by TAU Systems aims to place the capabilities of high-energy particle accelerators within ..."
APS Physics | The Future of Particle Accelerators Is Here,https://aps.org/newsroom/april/accelerators.cfm,"Apr 18, 2021 ... The Future of Particle Accelerators Is Here · Behind the scenes of the Electron-Ion Collider, green accelerators that waste no energy, and chiral ..."
CHAPTER 33.1-10-09 RADIATION SAFETY REQUIREMENTS FOR ...,https://deq.nd.gov/publications/WM/Radiation/FullRules/33.1-10-09.pdf,"Human use of particle accelerators. In addition to the requirements set forth in chapter. 33.1-10-02, a registration for use of a particle accelerator in the ..."
Learning-based Optimisation of Particle Accelerators Under Partial ...,https://proceedings.mlr.press/v162/kaiser22a.html,"Learning-based Optimisation of Particle Accelerators Under Partial Observability Without Real-World TrainingJan Kaiser, Oliver Stein, Annika Eichle..."
Superconducting Magnets for Particle Accelerators,https://escholarship.org/content/qt4d484805/qt4d484805_noSplash_8202ea735a0ccbb746347f32cfce3db5.pdf,applications of superconductivity to particle accelerators. A search on the JACoW website yields 4 papers relating to superconducting accelerator magnets.
An Introduction to the Physics of Particle Accelerators,https://www.worldscientific.com/worldscibooks/10.1142/6683,"This book provides a concise and coherent introduction to the physics of particle accelerators, with attention being paid to the design of an accelerator ..."
Accelerators and Nobel Laureates,https://www.nobelprize.org/prizes/themes/accelerators-and-nobel-laureates/,"Aug 28, 2001 ... Particle accelerators are devices producing beams of energetic ions and electrons which are employed for many different purposes, ..."
Beam Dynamics in High Energy Particle Accelerators,https://www.worldscientific.com/worldscibooks/10.1142/p899,"Particle accelerators are essential tools for scientific research in fields as diverse as high energy physics, materials science and structural biology."
"Creating the Ability to Design Smaller, Cheaper Particle Accelerators",https://www.exascaleproject.org/creating-the-ability-to-design-smaller-cheaper-particle-accelerators/,"Mar 26, 2020 ... By Scott Gibson. Particle accelerators—big, expensive machines that produce beams of charged particles—have impacted many areas of ..."
Why Particle Accelerators? | Center for Accelerator Science and ...,https://www.stonybrook.edu/commcms/physics/case/ErnestCourantTraineeship/ECT-WhyParticleAccelerators,"Why Particle Accelerators? Cosmotron. Particle accelerators are a futuristic technology that has many uses including for science, engineering, medicine and ..."
How future particle accelerators could be greener | Popular Science,https://www.popsci.com/science/sustainable-particle-accelerators/,"Jul 5, 2022 ... The Large Hadron Collider consumes as much energy as a city. Could the next generation of particle accelerators be greener?"
How Particle Accelerators Work: From Linac to Synchrotron ...,https://www.radiasoft.net/blog/how-particle-accelerators-work-from-linac-to-synchrotron/,"Apr 23, 2020 ... Learn about particle accelerators, from why and how we accelerate particles to their many applications in science, medicine, art, food, ..."
Cooling Particle Accelerators: Linear Accelerators and Cyclotrons ...,https://lairdthermal.com/thermal-technical-library/white-papers/cooling-particle-accelerators-linear-accelerators-and-cyclotrons,"Introduction Particle accelerators, such as linear accelerator (LINAC) and cyclotron systems, increase the kinetic energy of particles for use in a variety ..."
Cooling particle accelerators: What you need to know - Medical ...,https://www.medicaldesignandoutsourcing.com/cooling-particle-accelerators-what-you-need-to-know/,"Feb 20, 2018 ... Particle accelerators, such as linear accelerator (LINAC) and cyclotron systems, increase the kinetic energy of particles for use in a variety ..."
How Atom Smashers Work | HowStuffWorks,https://science.howstuffworks.com/atom-smasher.htm,"Particle accelerators can take a particle, such as an electron, speed it up to near the speed of light, collide it with an atom and thereby discover its ..."
Improving Particle Accelerators with Machine Learning | Jefferson Lab,https://www.jlab.org/news/stories/improving-particle-accelerators-machine-learning,"Jan 24, 2020 ... A new project aims to use machine learning to improve up-time of particle accelerators NEWPORT NEWS, VA – More than 1600 nuclear physicists ..."
Chandra Press Room :: Milky Way's Super-efficient Particle ...,https://chandra.harvard.edu/press/09_releases/press_062609.html,"Jun 26, 2009 ... ... and NASA's Chandra X-ray Observatory, astronomers have now solved a long-standing mystery of the Milky Way's particle accelerators."
How can particle accelerators address environmental issues? A 10 ...,https://ifast-project.eu/news/announcement/job-openings/how-can-particle-accelerators-address-environmental-issues-10-day,"Dec 14, 2021 ... Some particle accelerators such as the Large Hadron Collider (LHC) at CERN are the largest scientific tools on Earth."
